,speed
35775,car:0km/H
35776,car:0km/H
35777,truck:0km/H
35778,car:0km/H
35779,person:1km/H
35780,car:0km/H
35781,car:0km/H
35782,truck:0km/H
35783,car:0km/H
35784,person:2km/H
35785,car:0km/H
35786,car:0km/H
35787,truck:0km/H
35788,car:0km/H
35789,person:2km/H
35790,car:0km/H
35791,car:0km/H
35792,truck:0km/H
35793,car:0km/H
35794,person:1km/H
35795,car:0km/H
35796,car:0km/H
35797,truck:0km/H
35798,car:0km/H
35799,person:1km/H
35800,car:0km/H
35801,car:0km/H
35802,truck:0km/H
35803,car:0km/H
35804,person:1km/H
35805,car:0km/H
35806,car:0km/H
35807,truck:0km/H
35808,car:0km/H
35809,car:0km/H
35810,car:0km/H
35811,truck:0km/H
35812,car:0km/H
35813,car:0km/H
35814,car:0km/H
35815,truck:0km/H
35816,car:0km/H
35817,car:0km/H
35818,car:0km/H
35819,truck:0km/H
35820,car:0km/H
35821,car:0km/H
35822,car:0km/H
35823,truck:0km/H
35824,car:0km/H
35825,car:0km/H
35826,car:0km/H
35827,truck:0km/H
35828,car:0km/H
35829,car:0km/H
35830,car:0km/H
35831,truck:0km/H
35832,person:1km/H
35833,car:0km/H
35834,car:0km/H
35835,truck:0km/H
35836,person:0km/H
35837,car:0km/H
35838,car:0km/H
35839,truck:0km/H
35840,person:0km/H
35841,person:0km/H
35842,car:0km/H
35843,car:0km/H
35844,truck:0km/H
35845,person:1km/H
35846,person:0km/H
35847,car:0km/H
35848,car:0km/H
35849,truck:0km/H
35850,car:1km/H
35851,person:1km/H
35852,person:0km/H
35853,car:0km/H
35854,car:0km/H
35855,truck:0km/H
35856,car:0km/H
35857,person:0km/H
35858,person:0km/H
35859,car:0km/H
35860,car:0km/H
35861,truck:0km/H
35862,person:0km/H
35863,person:0km/H
35864,car:0km/H
35865,car:0km/H
35866,truck:0km/H
35867,person:4km/H
35868,person:0km/H
35869,car:0km/H
35870,car:0km/H
35871,truck:0km/H
35872,car:1km/H
35873,person:5km/H
35874,person:0km/H
35875,car:0km/H
35876,car:0km/H
35877,truck:0km/H
35878,car:1km/H
35879,person:4km/H
35880,person:0km/H
35881,car:0km/H
35882,car:0km/H
35883,truck:0km/H
35884,car:0km/H
35885,person:4km/H
35886,person:0km/H
35887,car:0km/H
35888,car:0km/H
35889,truck:0km/H
35890,car:0km/H
35891,person:4km/H
35892,person:0km/H
35893,person:0km/H
35894,car:0km/H
35895,car:0km/H
35896,truck:0km/H
35897,car:0km/H
35898,person:3km/H
35899,person:0km/H
35900,person:0km/H
35901,car:0km/H
35902,car:0km/H
35903,truck:0km/H
35904,car:0km/H
35905,person:3km/H
35906,person:0km/H
35907,person:5km/H
35908,car:0km/H
35909,car:0km/H
35910,truck:0km/H
35911,car:0km/H
35912,person:0km/H
35913,person:5km/H
35914,car:0km/H
35915,car:0km/H
35916,truck:0km/H
35917,car:0km/H
35918,person:0km/H
35919,car:0km/H
35920,car:0km/H
35921,truck:0km/H
35922,car:0km/H
35923,person:0km/H
35924,car:0km/H
35925,car:0km/H
35926,truck:0km/H
35927,car:0km/H
35928,person:0km/H
35929,car:0km/H
35930,car:0km/H
35931,truck:0km/H
35932,car:0km/H
35933,person:0km/H
35934,car:0km/H
35935,car:0km/H
35936,truck:0km/H
35937,car:0km/H
35938,person:0km/H
35939,car:0km/H
35940,car:0km/H
35941,car:0km/H
35942,truck:0km/H
35943,car:0km/H
35944,person:0km/H
35945,car:0km/H
35946,car:0km/H
35947,car:0km/H
35948,truck:0km/H
35949,car:0km/H
35950,person:3km/H
35951,car:0km/H
35952,car:0km/H
35953,truck:0km/H
35954,car:0km/H
35955,person:15km/H
35956,car:0km/H
35957,car:0km/H
35958,truck:0km/H
35959,car:0km/H
35960,person:13km/H
35961,car:0km/H
35962,car:0km/H
35963,car:0km/H
35964,person:10km/H
35965,car:0km/H
35966,car:0km/H
35967,car:0km/H
35968,person:8km/H
35969,car:0km/H
35970,car:0km/H
35971,truck:0km/H
35972,car:0km/H
35973,person:7km/H
35974,car:0km/H
35975,car:0km/H
35976,truck:0km/H
35977,car:0km/H
35978,person:6km/H
35979,car:0km/H
35980,car:0km/H
35981,truck:0km/H
35982,car:0km/H
35983,person:5km/H
35984,car:0km/H
35985,car:0km/H
35986,truck:0km/H
35987,car:0km/H
35988,car:0km/H
35989,car:0km/H
35990,truck:0km/H
35991,car:0km/H
35992,car:0km/H
35993,car:0km/H
35994,truck:0km/H
35995,car:0km/H
35996,car:0km/H
35997,car:0km/H
35998,truck:0km/H
35999,car:0km/H
36000,car:0km/H
36001,car:0km/H
36002,truck:0km/H
36003,car:0km/H
36004,car:0km/H
36005,car:0km/H
36006,truck:0km/H
36007,car:0km/H
36008,car:0km/H
36009,car:0km/H
36010,truck:0km/H
36011,car:0km/H
36012,car:0km/H
36013,car:0km/H
36014,truck:0km/H
36015,car:0km/H
36016,car:0km/H
36017,car:0km/H
36018,truck:0km/H
36019,car:0km/H
36020,car:0km/H
36021,car:0km/H
36022,truck:0km/H
36023,car:0km/H
36024,car:0km/H
36025,car:0km/H
36026,truck:0km/H
36027,car:0km/H
36028,person:1km/H
36029,car:0km/H
36030,car:0km/H
36031,truck:0km/H
36032,car:0km/H
36033,person:1km/H
36034,car:0km/H
36035,car:0km/H
36036,truck:0km/H
36037,car:0km/H
36038,person:1km/H
36039,car:0km/H
36040,car:0km/H
36041,truck:0km/H
36042,car:0km/H
36043,car:0km/H
36044,car:0km/H
36045,truck:0km/H
36046,car:0km/H
36047,car:0km/H
36048,car:0km/H
36049,truck:0km/H
36050,car:0km/H
36051,car:0km/H
36052,car:0km/H
36053,truck:0km/H
36054,car:0km/H
36055,car:0km/H
36056,car:0km/H
36057,truck:0km/H
36058,car:0km/H
36059,car:0km/H
36060,car:0km/H
36061,truck:0km/H
36062,car:0km/H
36063,car:0km/H
36064,car:0km/H
36065,truck:0km/H
36066,car:0km/H
36067,car:0km/H
36068,car:0km/H
36069,truck:0km/H
36070,car:0km/H
36071,car:0km/H
36072,car:0km/H
36073,truck:0km/H
36074,car:0km/H
36075,car:0km/H
36076,car:0km/H
36077,truck:0km/H
36078,car:0km/H
36079,car:0km/H
36080,car:0km/H
36081,truck:0km/H
36082,car:0km/H
36083,car:0km/H
36084,car:0km/H
36085,truck:0km/H
36086,car:0km/H
36087,car:0km/H
36088,car:0km/H
36089,truck:0km/H
36090,car:0km/H
36091,car:0km/H
36092,car:0km/H
36093,truck:0km/H
36094,car:0km/H
36095,car:0km/H
36096,car:0km/H
36097,truck:0km/H
36098,car:0km/H
36099,car:0km/H
36100,car:0km/H
36101,truck:0km/H
36102,car:0km/H
36103,car:0km/H
36104,car:0km/H
36105,truck:0km/H
36106,car:0km/H
36107,car:0km/H
36108,car:0km/H
36109,truck:0km/H
36110,car:0km/H
36111,car:0km/H
36112,car:0km/H
36113,truck:0km/H
36114,car:0km/H
36115,car:0km/H
36116,car:0km/H
36117,truck:0km/H
36118,car:0km/H
36119,car:0km/H
36120,car:0km/H
36121,truck:0km/H
36122,car:0km/H
36123,car:0km/H
36124,car:0km/H
36125,truck:0km/H
36126,car:0km/H
36127,car:0km/H
36128,car:0km/H
36129,truck:0km/H
36130,car:0km/H
36131,car:0km/H
36132,car:0km/H
36133,truck:0km/H
36134,car:0km/H
36135,car:0km/H
36136,car:0km/H
36137,truck:0km/H
36138,car:0km/H
36139,car:0km/H
36140,car:0km/H
36141,truck:0km/H
36142,car:0km/H
36143,car:0km/H
36144,car:0km/H
36145,car:0km/H
36146,car:0km/H
36147,car:0km/H
36148,car:0km/H
36149,person:0km/H
36150,car:0km/H
36151,car:0km/H
36152,truck:0km/H
36153,car:0km/H
36154,car:0km/H
36155,car:0km/H
36156,truck:0km/H
36157,car:0km/H
36158,car:0km/H
36159,car:0km/H
36160,truck:0km/H
36161,car:0km/H
36162,person:3km/H
36163,car:1km/H
36164,car:0km/H
36165,car:0km/H
36166,truck:0km/H
36167,car:0km/H
36168,person:7km/H
36169,car:0km/H
36170,car:0km/H
36171,car:0km/H
36172,truck:0km/H
36173,car:0km/H
36174,person:6km/H
36175,car:0km/H
36176,car:0km/H
36177,car:0km/H
36178,truck:0km/H
36179,car:0km/H
36180,person:5km/H
36181,car:0km/H
36182,car:0km/H
36183,truck:0km/H
36184,car:0km/H
36185,person:4km/H
36186,car:0km/H
36187,car:0km/H
36188,truck:0km/H
36189,person:3km/H
36190,car:0km/H
36191,car:0km/H
36192,truck:0km/H
36193,person:3km/H
36194,car:0km/H
36195,car:0km/H
36196,car:1km/H
36197,truck:0km/H
36198,car:0km/H
36199,car:0km/H
36200,car:0km/H
36201,car:1km/H
36202,car:0km/H
36203,car:0km/H
36204,car:0km/H
36205,car:1km/H
36206,car:2km/H
36207,car:0km/H
36208,car:0km/H
36209,car:0km/H
36210,car:2km/H
36211,person:2km/H
36212,car:0km/H
36213,car:0km/H
36214,car:0km/H
36215,car:1km/H
36216,person:1km/H
36217,car:0km/H
36218,car:0km/H
36219,car:0km/H
36220,car:1km/H
36221,person:2km/H
36222,car:0km/H
36223,car:0km/H
36224,car:0km/H
36225,truck:0km/H
36226,car:1km/H
36227,car:0km/H
36228,car:0km/H
36229,car:0km/H
36230,car:1km/H
36231,car:0km/H
36232,car:0km/H
36233,car:0km/H
36234,car:1km/H
36235,car:0km/H
36236,car:0km/H
36237,car:0km/H
36238,car:1km/H
36239,car:0km/H
36240,car:0km/H
36241,car:0km/H
36242,car:1km/H
36243,person:6km/H
36244,car:0km/H
36245,car:0km/H
36246,car:0km/H
36247,car:1km/H
36248,person:4km/H
36249,car:0km/H
36250,car:0km/H
36251,car:0km/H
36252,truck:0km/H
36253,car:1km/H
36254,person:4km/H
36255,car:0km/H
36256,car:0km/H
36257,car:0km/H
36258,truck:0km/H
36259,car:1km/H
36260,person:3km/H
36261,car:0km/H
36262,car:0km/H
36263,car:0km/H
36264,truck:0km/H
36265,car:1km/H
36266,person:3km/H
36267,car:0km/H
36268,car:0km/H
36269,car:0km/H
36270,truck:0km/H
36271,car:0km/H
36272,person:4km/H
36273,car:0km/H
36274,car:0km/H
36275,car:0km/H
36276,truck:0km/H
36277,person:4km/H
36278,car:0km/H
36279,car:0km/H
36280,car:0km/H
36281,truck:0km/H
36282,person:3km/H
36283,car:0km/H
36284,car:0km/H
36285,car:0km/H
36286,truck:0km/H
36287,person:3km/H
36288,car:0km/H
36289,car:0km/H
36290,car:0km/H
36291,person:3km/H
36292,car:0km/H
36293,car:0km/H
36294,car:1km/H
36295,person:3km/H
36296,car:0km/H
36297,car:0km/H
36298,car:1km/H
36299,car:0km/H
36300,car:1km/H
36301,person:3km/H
36302,car:0km/H
36303,car:0km/H
36304,car:0km/H
36305,car:0km/H
36306,person:3km/H
36307,car:0km/H
36308,car:0km/H
36309,car:0km/H
36310,car:0km/H
36311,person:2km/H
36312,car:0km/H
36313,car:0km/H
36314,car:0km/H
36315,car:0km/H
36316,car:0km/H
36317,car:0km/H
36318,car:0km/H
36319,car:0km/H
36320,car:0km/H
36321,car:0km/H
36322,car:0km/H
36323,car:0km/H
36324,person:0km/H
36325,car:1km/H
36326,car:0km/H
36327,car:0km/H
36328,car:0km/H
36329,car:0km/H
36330,person:0km/H
36331,car:0km/H
36332,car:0km/H
36333,car:0km/H
36334,car:0km/H
36335,car:0km/H
36336,person:0km/H
36337,car:0km/H
36338,car:0km/H
36339,car:0km/H
36340,car:0km/H
36341,car:0km/H
36342,person:0km/H
36343,car:0km/H
36344,car:0km/H
36345,car:0km/H
36346,car:0km/H
36347,car:0km/H
36348,car:0km/H
36349,car:0km/H
36350,car:0km/H
36351,car:0km/H
36352,car:0km/H
36353,car:0km/H
36354,car:0km/H
36355,car:0km/H
36356,car:0km/H
36357,car:0km/H
36358,car:0km/H
36359,car:0km/H
36360,car:0km/H
36361,car:0km/H
36362,car:0km/H
36363,car:0km/H
36364,car:0km/H
36365,car:0km/H
36366,car:0km/H
36367,car:0km/H
36368,car:0km/H
36369,car:0km/H
36370,car:0km/H
36371,car:0km/H
36372,car:0km/H
36373,car:0km/H
36374,car:0km/H
36375,car:0km/H
36376,car:0km/H
36377,car:0km/H
36378,car:0km/H
36379,car:0km/H
36380,car:0km/H
36381,car:0km/H
36382,car:0km/H
36383,car:0km/H
36384,car:0km/H
36385,car:0km/H
36386,car:0km/H
36387,car:0km/H
36388,car:0km/H
36389,car:0km/H
36390,car:0km/H
36391,car:0km/H
36392,car:0km/H
36393,car:0km/H
36394,car:0km/H
36395,car:0km/H
36396,car:0km/H
36397,car:0km/H
36398,car:0km/H
36399,car:0km/H
36400,car:0km/H
36401,car:0km/H
36402,car:0km/H
36403,car:0km/H
36404,car:0km/H
36405,car:0km/H
36406,car:0km/H
36407,car:0km/H
36408,car:0km/H
36409,car:0km/H
36410,car:0km/H
36411,car:0km/H
36412,car:0km/H
36413,car:0km/H
36414,car:0km/H
36415,car:0km/H
36416,car:0km/H
36417,car:0km/H
36418,car:0km/H
36419,car:0km/H
36420,car:0km/H
36421,car:0km/H
36422,car:0km/H
36423,car:0km/H
36424,car:0km/H
36425,car:0km/H
36426,car:0km/H
36427,car:0km/H
36428,car:0km/H
36429,car:0km/H
36430,car:0km/H
36431,car:0km/H
36432,car:0km/H
36433,car:0km/H
36434,car:0km/H
36435,car:0km/H
36436,car:0km/H
36437,car:0km/H
36438,car:0km/H
36439,car:0km/H
36440,car:0km/H
36441,car:0km/H
36442,car:0km/H
36443,car:0km/H
36444,car:0km/H
36445,car:0km/H
36446,car:0km/H
36447,car:0km/H
36448,car:0km/H
36449,truck:0km/H
36450,person:0km/H
36451,car:0km/H
36452,car:0km/H
36453,car:0km/H
36454,truck:0km/H
36455,car:0km/H
36456,car:0km/H
36457,car:0km/H
36458,truck:0km/H
36459,car:0km/H
36460,car:0km/H
36461,car:0km/H
36462,truck:0km/H
36463,car:0km/H
36464,car:0km/H
36465,car:0km/H
36466,car:0km/H
36467,truck:0km/H
36468,car:0km/H
36469,car:0km/H
36470,car:0km/H
36471,car:0km/H
36472,truck:0km/H
36473,car:1km/H
36474,car:0km/H
36475,car:0km/H
36476,truck:0km/H
36477,car:1km/H
36478,car:0km/H
36479,car:0km/H
36480,truck:0km/H
36481,car:0km/H
36482,car:0km/H
36483,car:1km/H
36484,truck:0km/H
36485,car:0km/H
36486,car:0km/H
36487,car:0km/H
36488,truck:0km/H
36489,car:0km/H
36490,car:0km/H
36491,car:0km/H
36492,truck:0km/H
36493,car:0km/H
36494,car:0km/H
36495,car:0km/H
36496,truck:0km/H
36497,car:0km/H
36498,car:0km/H
36499,car:0km/H
36500,truck:0km/H
36501,car:0km/H
36502,car:0km/H
36503,car:0km/H
36504,truck:0km/H
36505,car:0km/H
36506,car:0km/H
36507,car:1km/H
36508,truck:0km/H
36509,car:0km/H
36510,car:0km/H
36511,car:0km/H
36512,truck:0km/H
36513,car:0km/H
36514,car:0km/H
36515,car:0km/H
36516,car:1km/H
36517,truck:0km/H
36518,car:0km/H
36519,car:0km/H
36520,car:0km/H
36521,car:1km/H
36522,truck:0km/H
36523,car:0km/H
36524,car:0km/H
36525,car:1km/H
36526,truck:0km/H
36527,car:0km/H
36528,car:0km/H
36529,car:0km/H
36530,truck:0km/H
36531,car:0km/H
36532,car:0km/H
36533,car:1km/H
36534,truck:0km/H
36535,car:0km/H
36536,car:0km/H
36537,car:1km/H
36538,truck:0km/H
36539,car:0km/H
36540,car:0km/H
36541,car:1km/H
36542,truck:0km/H
36543,car:0km/H
36544,car:0km/H
36545,car:1km/H
36546,truck:0km/H
36547,car:0km/H
36548,car:1km/H
36549,car:0km/H
36550,car:1km/H
36551,truck:0km/H
36552,car:0km/H
36553,car:0km/H
36554,car:0km/H
36555,car:1km/H
36556,truck:0km/H
36557,car:0km/H
36558,car:0km/H
36559,car:0km/H
36560,car:1km/H
36561,truck:0km/H
36562,car:0km/H
36563,car:0km/H
36564,car:0km/H
36565,car:1km/H
36566,truck:0km/H
36567,car:0km/H
36568,car:0km/H
36569,car:0km/H
36570,car:1km/H
36571,truck:0km/H
36572,car:0km/H
36573,car:0km/H
36574,car:0km/H
36575,car:1km/H
36576,truck:0km/H
36577,car:0km/H
36578,car:0km/H
36579,car:0km/H
36580,car:0km/H
36581,car:0km/H
36582,car:1km/H
36583,truck:0km/H
36584,car:0km/H
36585,car:0km/H
36586,car:0km/H
36587,car:0km/H
36588,car:0km/H
36589,car:0km/H
36590,car:1km/H
36591,truck:0km/H
36592,car:0km/H
36593,car:0km/H
36594,car:0km/H
36595,car:0km/H
36596,car:0km/H
36597,car:0km/H
36598,car:1km/H
36599,truck:0km/H
36600,car:0km/H
36601,car:0km/H
36602,car:0km/H
36603,car:0km/H
36604,car:0km/H
36605,car:0km/H
36606,car:1km/H
36607,truck:0km/H
36608,car:0km/H
36609,car:0km/H
36610,car:0km/H
36611,car:0km/H
36612,car:0km/H
36613,car:0km/H
36614,car:1km/H
36615,truck:0km/H
36616,car:0km/H
36617,car:0km/H
36618,car:0km/H
36619,car:0km/H
36620,car:0km/H
36621,car:0km/H
36622,car:1km/H
36623,truck:0km/H
36624,car:0km/H
36625,car:0km/H
36626,car:0km/H
36627,car:0km/H
36628,car:0km/H
36629,car:1km/H
36630,truck:0km/H
36631,car:0km/H
36632,car:0km/H
36633,car:0km/H
36634,car:0km/H
36635,car:1km/H
36636,truck:0km/H
36637,car:0km/H
36638,car:0km/H
36639,car:0km/H
36640,car:0km/H
36641,car:1km/H
36642,truck:0km/H
36643,car:0km/H
36644,car:0km/H
36645,car:0km/H
36646,car:0km/H
36647,car:1km/H
36648,truck:0km/H
36649,car:0km/H
36650,car:0km/H
36651,car:0km/H
36652,car:0km/H
36653,car:1km/H
36654,truck:0km/H
36655,car:0km/H
36656,car:0km/H
36657,car:0km/H
36658,car:0km/H
36659,car:1km/H
36660,car:0km/H
36661,car:0km/H
36662,car:0km/H
36663,car:0km/H
36664,car:1km/H
36665,car:0km/H
36666,car:0km/H
36667,car:0km/H
36668,car:0km/H
36669,car:1km/H
36670,car:0km/H
36671,car:0km/H
36672,car:0km/H
36673,car:0km/H
36674,car:1km/H
36675,car:0km/H
36676,car:0km/H
36677,car:0km/H
36678,car:0km/H
36679,car:1km/H
36680,car:0km/H
36681,car:0km/H
36682,car:0km/H
36683,car:0km/H
36684,car:1km/H
36685,car:0km/H
36686,car:0km/H
36687,car:0km/H
36688,car:0km/H
36689,car:1km/H
36690,car:0km/H
36691,car:0km/H
36692,car:0km/H
36693,car:0km/H
36694,car:1km/H
36695,truck:1km/H
36696,car:0km/H
36697,car:0km/H
36698,car:0km/H
36699,car:0km/H
36700,car:1km/H
36701,truck:0km/H
36702,car:0km/H
36703,car:0km/H
36704,car:0km/H
36705,person:0km/H
36706,car:0km/H
36707,car:0km/H
36708,car:1km/H
36709,truck:0km/H
36710,car:0km/H
36711,car:0km/H
36712,car:0km/H
36713,person:0km/H
36714,car:0km/H
36715,car:1km/H
36716,car:0km/H
36717,car:0km/H
36718,car:0km/H
36719,person:0km/H
36720,car:0km/H
36721,car:1km/H
36722,car:0km/H
36723,car:0km/H
36724,car:0km/H
36725,person:0km/H
36726,car:0km/H
36727,car:1km/H
36728,car:0km/H
36729,car:0km/H
36730,car:0km/H
36731,person:0km/H
36732,car:0km/H
36733,car:1km/H
36734,car:0km/H
36735,car:0km/H
36736,car:0km/H
36737,person:0km/H
36738,car:0km/H
36739,car:1km/H
36740,car:0km/H
36741,car:0km/H
36742,car:1km/H
36743,car:0km/H
36744,car:1km/H
36745,car:0km/H
36746,car:0km/H
36747,car:0km/H
36748,car:0km/H
36749,car:1km/H
36750,car:0km/H
36751,car:0km/H
36752,car:0km/H
36753,car:0km/H
36754,car:1km/H
36755,car:0km/H
36756,car:0km/H
36757,car:0km/H
36758,car:0km/H
36759,car:1km/H
36760,car:0km/H
36761,car:0km/H
36762,car:0km/H
36763,car:0km/H
36764,car:1km/H
36765,car:0km/H
36766,car:0km/H
36767,car:0km/H
36768,car:0km/H
36769,car:1km/H
36770,car:0km/H
36771,car:0km/H
36772,car:0km/H
36773,car:0km/H
36774,car:1km/H
36775,car:0km/H
36776,car:0km/H
36777,car:0km/H
36778,car:0km/H
36779,car:1km/H
36780,car:0km/H
36781,car:0km/H
36782,car:0km/H
36783,car:0km/H
36784,car:1km/H
36785,car:0km/H
36786,car:0km/H
36787,car:0km/H
36788,car:0km/H
36789,car:1km/H
36790,car:0km/H
36791,car:0km/H
36792,car:0km/H
36793,car:0km/H
36794,car:1km/H
36795,car:0km/H
36796,car:0km/H
36797,car:0km/H
36798,car:0km/H
36799,car:1km/H
36800,car:0km/H
36801,car:0km/H
36802,car:0km/H
36803,car:0km/H
36804,car:1km/H
36805,car:0km/H
36806,car:0km/H
36807,car:0km/H
36808,car:0km/H
36809,car:1km/H
36810,car:0km/H
36811,car:0km/H
36812,car:0km/H
36813,car:0km/H
36814,car:1km/H
36815,car:0km/H
36816,car:0km/H
36817,car:0km/H
36818,car:0km/H
36819,car:1km/H
36820,car:0km/H
36821,car:0km/H
36822,car:0km/H
36823,car:0km/H
36824,car:1km/H
36825,car:0km/H
36826,car:0km/H
36827,car:0km/H
36828,car:0km/H
36829,car:1km/H
36830,car:0km/H
36831,car:0km/H
36832,car:0km/H
36833,truck:0km/H
36834,car:0km/H
36835,car:0km/H
36836,car:1km/H
36837,car:0km/H
36838,car:0km/H
36839,car:0km/H
36840,truck:0km/H
36841,car:0km/H
36842,car:0km/H
36843,car:1km/H
36844,car:0km/H
36845,car:0km/H
36846,car:0km/H
36847,truck:0km/H
36848,car:0km/H
36849,car:0km/H
36850,car:1km/H
36851,car:0km/H
36852,car:0km/H
36853,car:0km/H
36854,car:0km/H
36855,car:0km/H
36856,car:1km/H
36857,car:0km/H
36858,car:0km/H
36859,car:0km/H
36860,car:0km/H
36861,car:0km/H
36862,car:1km/H
36863,car:0km/H
36864,car:0km/H
36865,car:0km/H
36866,car:0km/H
36867,car:0km/H
36868,car:1km/H
36869,car:0km/H
36870,car:0km/H
36871,car:0km/H
36872,car:0km/H
36873,car:0km/H
36874,car:1km/H
36875,car:0km/H
36876,car:0km/H
36877,car:0km/H
36878,car:0km/H
36879,car:0km/H
36880,car:1km/H
36881,car:0km/H
36882,car:0km/H
36883,car:0km/H
36884,car:0km/H
36885,car:0km/H
36886,car:1km/H
36887,car:0km/H
36888,car:0km/H
36889,car:0km/H
36890,car:0km/H
36891,car:0km/H
36892,car:1km/H
36893,car:0km/H
36894,car:0km/H
36895,car:0km/H
36896,car:0km/H
36897,car:0km/H
36898,car:1km/H
36899,car:0km/H
36900,car:0km/H
36901,car:0km/H
36902,car:0km/H
36903,car:0km/H
36904,car:1km/H
36905,car:0km/H
36906,car:0km/H
36907,car:0km/H
36908,car:0km/H
36909,car:0km/H
36910,car:1km/H
36911,car:0km/H
36912,car:0km/H
36913,car:0km/H
36914,car:0km/H
36915,car:0km/H
36916,car:1km/H
36917,car:0km/H
36918,car:0km/H
36919,car:0km/H
36920,car:0km/H
36921,car:0km/H
36922,car:1km/H
36923,car:0km/H
36924,car:0km/H
36925,car:0km/H
36926,car:0km/H
36927,car:0km/H
36928,car:1km/H
36929,car:0km/H
36930,car:0km/H
36931,car:0km/H
36932,car:0km/H
36933,car:0km/H
36934,car:1km/H
36935,car:0km/H
36936,car:0km/H
36937,car:0km/H
36938,car:0km/H
36939,car:0km/H
36940,car:1km/H
36941,car:0km/H
36942,car:0km/H
36943,car:0km/H
36944,car:0km/H
36945,car:0km/H
36946,car:1km/H
36947,car:0km/H
36948,car:0km/H
36949,car:0km/H
36950,car:0km/H
36951,car:0km/H
36952,car:1km/H
36953,car:0km/H
36954,car:0km/H
36955,car:0km/H
36956,car:0km/H
36957,car:0km/H
36958,car:1km/H
36959,car:0km/H
36960,car:0km/H
36961,car:0km/H
36962,car:0km/H
36963,car:0km/H
36964,car:1km/H
36965,car:0km/H
36966,car:0km/H
36967,car:0km/H
36968,car:0km/H
36969,car:0km/H
36970,car:1km/H
36971,car:0km/H
36972,car:0km/H
36973,car:0km/H
36974,car:0km/H
36975,car:0km/H
36976,car:1km/H
36977,car:0km/H
36978,car:0km/H
36979,car:0km/H
36980,person:2km/H
36981,car:0km/H
36982,car:1km/H
36983,car:0km/H
36984,car:0km/H
36985,car:0km/H
36986,person:1km/H
36987,car:0km/H
36988,car:1km/H
36989,car:0km/H
36990,car:0km/H
36991,car:0km/H
36992,person:1km/H
36993,car:0km/H
36994,car:1km/H
36995,car:0km/H
36996,car:0km/H
36997,car:0km/H
36998,person:0km/H
36999,car:0km/H
37000,car:1km/H
37001,car:0km/H
37002,car:0km/H
37003,car:0km/H
37004,person:0km/H
37005,car:0km/H
37006,car:1km/H
37007,car:0km/H
37008,car:0km/H
37009,car:0km/H
37010,person:2km/H
37011,car:0km/H
37012,car:1km/H
37013,car:0km/H
37014,car:0km/H
37015,car:0km/H
37016,person:2km/H
37017,car:0km/H
37018,car:1km/H
37019,car:0km/H
37020,car:0km/H
37021,car:0km/H
37022,car:1km/H
37023,person:2km/H
37024,car:0km/H
37025,car:1km/H
37026,car:0km/H
37027,car:0km/H
37028,car:0km/H
37029,car:0km/H
37030,person:2km/H
37031,car:0km/H
37032,car:1km/H
37033,car:0km/H
37034,car:0km/H
37035,car:0km/H
37036,car:0km/H
37037,person:2km/H
37038,car:0km/H
37039,car:1km/H
37040,car:0km/H
37041,car:0km/H
37042,car:0km/H
37043,person:2km/H
37044,car:0km/H
37045,car:1km/H
37046,car:0km/H
37047,car:0km/H
37048,car:0km/H
37049,person:2km/H
37050,car:0km/H
37051,car:1km/H
37052,car:0km/H
37053,car:0km/H
37054,car:0km/H
37055,person:1km/H
37056,car:0km/H
37057,car:1km/H
37058,car:0km/H
37059,car:0km/H
37060,car:0km/H
37061,person:1km/H
37062,car:0km/H
37063,car:1km/H
37064,car:0km/H
37065,car:0km/H
37066,car:0km/H
37067,person:1km/H
37068,car:0km/H
37069,car:1km/H
37070,car:0km/H
37071,car:0km/H
37072,person:1km/H
37073,car:0km/H
37074,car:1km/H
37075,car:0km/H
37076,car:0km/H
37077,person:1km/H
37078,car:0km/H
37079,car:1km/H
37080,car:0km/H
37081,car:0km/H
37082,person:1km/H
37083,car:0km/H
37084,car:1km/H
37085,car:0km/H
37086,car:0km/H
37087,person:1km/H
37088,car:0km/H
37089,car:1km/H
37090,car:0km/H
37091,car:0km/H
37092,car:0km/H
37093,person:1km/H
37094,car:0km/H
37095,car:1km/H
37096,car:0km/H
37097,car:0km/H
37098,car:0km/H
37099,person:1km/H
37100,car:0km/H
37101,car:1km/H
37102,car:0km/H
37103,car:0km/H
37104,car:0km/H
37105,person:1km/H
37106,car:0km/H
37107,car:1km/H
37108,car:0km/H
37109,car:0km/H
37110,car:0km/H
37111,person:1km/H
37112,car:0km/H
37113,car:1km/H
37114,car:0km/H
37115,car:0km/H
37116,car:0km/H
37117,person:1km/H
37118,car:0km/H
37119,car:1km/H
37120,car:0km/H
37121,car:0km/H
37122,car:0km/H
37123,person:1km/H
37124,car:0km/H
37125,car:1km/H
37126,car:0km/H
37127,car:0km/H
37128,car:0km/H
37129,person:1km/H
37130,car:0km/H
37131,car:1km/H
37132,car:0km/H
37133,car:0km/H
37134,car:0km/H
37135,person:1km/H
37136,car:0km/H
37137,car:1km/H
37138,car:0km/H
37139,car:0km/H
37140,person:1km/H
37141,car:0km/H
37142,car:1km/H
37143,car:0km/H
37144,car:0km/H
37145,person:1km/H
37146,car:0km/H
37147,car:1km/H
37148,car:0km/H
37149,car:0km/H
37150,person:1km/H
37151,car:0km/H
37152,car:0km/H
37153,car:1km/H
37154,car:0km/H
37155,car:0km/H
37156,person:1km/H
37157,car:0km/H
37158,car:0km/H
37159,car:1km/H
